Unnamed: 0,question,answer,context,questions,hallucination_detected,verdict,severity,confidence,unsupported_claims,contradicted_claims,fabricated_details,supported_claims,reasoning,raw_llm_response
2533,"I need assistance in resetting my password for a joint savings account held at BBB Bank after losing access to the associated email address due to spam filtering rules introduced on March 10, 2023.","To reset your password, use the Forgot password link on the sign in screen and follow the directions.","**Login problem: Forgot user ID, forgot password, account locked** To sign in to your Openbank high yield savings account, you'll need the user ID and password you created when you first signed up. If you can't remember them, use the Forgot user ID or Forgot password links on the sign in screen, and then follow the directions. If your account is locked due to multiple failed login attempts, please say 'speak to agent' or press 0. You cannot change your user ID. **Add, update trusted mobile device** A trusted mobile device is required, biometrics are strongly recommended. A trusted mobile device is a smartphone that verifies that the only person who can access and perform sensitive actions on your account is you. A trusted mobile device is required. To add a trusted mobile device, download the app and sign into your account, at which point you'll be automatically prompted to set up your phone or tablet. Setting it up is a quick and easy 2-minute process. A trusted mobile device is required. To update a trusted mobile device, deregister your current device, then add your new device. Sign in to your account on the app. Go to Security settings. Under Device management deregister your current device. To add your new device, download the app and sign into your account, at which point you'll be automatically prompted to set up your phone or tablet. **Update mobile phone number** To change your mobile phone number, sign into the app on your trusted mobile device, then select the red button that says Personal info. On the next screen, select Personal details, then Update mobile phone number. If the phone number associated with your high yield savings account is the number for your trusted mobile device, you'll immediately be signed out. Then, the next time you sign in, you'll be prompted to follow directions to set up a new trusted mobile device.","I need assistance in resetting my password for a joint savings account held at BBB Bank after losing access to the associated email address due to spam filtering rules introduced on March 10, 2023.",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2535,"My partner and I opened a joint savings account with HHH Bank in September 2021 but forgot both login credentials after the bank's recent implementation of two-factor authentication on May 18, 2023.","To create a joint high yield savings account, sign up for your own account first. Once that account is open, you'll be able to add a new joint account owner. Sign in to the Openbank app on your trusted mobile device and select your account. Then select Add an account owner and follow the instructions to send an invitation to the person you want to add. This person will receive an email with instructions on how to apply. Once that process is complete and they've been approved as a joint owner, you'll be notified by email.","**Add, update, remove joint account owner** To create a joint high yield savings account, sign up for your own account first. Once that account is open, you'll be able to add a new joint account owner. Sign in to the Openbank app on your trusted mobile device and select your account. Then select Add an account owner and follow the instructions to send an invitation to the person you want to add. This person will receive an email with instructions on how to apply. Once that process is complete and they've been approved as a joint owner, you'll be notified by email. To update or remove a joint account owner, please say 'speak to agent' or press 0. **Account held in trust: Not supported** Currently, Openbank is unable to open high yield savings accounts with ownership by a formal trust. **Open account** Applying for a high yield savings account at Openbank usually takes less than 5 minutes. Visit openbank.us and select Open savings account on the home page. You can also open an account using Openbank's mobile banking app, which is available for free on the App Store or Google Play. To open an account, you'll need to: Make a minimum initial deposit of $500. Be at least 18 years old. Have a U.S. mobile phone number. Download the Openbank app onto a smartphone, which will become your trusted mobile device. Be a U.S. Citizen or a U.S. Resident Alien with a valid residential address within the 50 United States and District of Columbia.","My partner and I opened a joint savings account with HHH Bank in September 2021 but forgot both login credentials after the bank's recent implementation of two-factor authentication on May 18, 2023.",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2544,"I need assistance with updating my phone number in the system after receiving a notification that my account will be deactivated if the change is not made by November 15, 2025.","To change your mobile phone number, sign into the app on your trusted mobile device, then select the red button that says Personal info. On the next screen, select Personal details, then Update mobile phone number. If the phone number associated with your high yield savings account is the number for your trusted mobile device, you'll immediately be signed out. Then, the next time you sign in, you'll be prompted to follow directions to set up a new trusted mobile device.","**Update mobile phone number** To change your mobile phone number, sign into the app on your trusted mobile device, then select the red button that says Personal info. On the next screen, select Personal details, then Update mobile phone number. If the phone number associated with your high yield savings account is the number for your trusted mobile device, you'll immediately be signed out. Then, the next time you sign in, you'll be prompted to follow directions to set up a new trusted mobile device. **Update address** To change your address, sign into the app on your trusted mobile device, then select the red button that says Personal info. On the next screen, select Personal details, then Update address. The new address must be a valid residential address in the U.S. **Update email address** To change your email address, sign into the app on your trusted mobile device, then select the red button that says Personal info. On the next screen, select Personal details, then Update email address.","I need assistance with updating my phone number in the system after receiving a notification that my account will be deactivated if the change is not made by November 15, 2025.",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2568,"My partner and I opened a joint savings account with UUU Bank in December 2022 but forgot both login credentials after the bank's recent implementation of two-factor authentication on April 10, 2023.","To create a joint high yield savings account, sign up for your own account first. Once that account is open, you'll be able to add a new joint account owner. Sign in to the Openbank app on your trusted mobile device and select your account. Then select Add an account owner and follow the instructions to send an invitation to the person you want to add. This person will receive an email with instructions on how to apply. Once that process is complete and they've been approved as a joint owner, you'll be notified by email.","**Add, update, remove joint account owner** To create a joint high yield savings account, sign up for your own account first. Once that account is open, you'll be able to add a new joint account owner. Sign in to the Openbank app on your trusted mobile device and select your account. Then select Add an account owner and follow the instructions to send an invitation to the person you want to add. This person will receive an email with instructions on how to apply. Once that process is complete and they've been approved as a joint owner, you'll be notified by email. To update or remove a joint account owner, please say 'speak to agent' or press 0. **Account held in trust: Not supported** Currently, Openbank is unable to open high yield savings accounts with ownership by a formal trust. **Open account** Applying for a high yield savings account at Openbank usually takes less than 5 minutes. Visit openbank.us and select Open savings account on the home page. You can also open an account using Openbank's mobile banking app, which is available for free on the App Store or Google Play. To open an account, you'll need to: Make a minimum initial deposit of $500. Be at least 18 years old. Have a U.S. mobile phone number. Download the Openbank app onto a smartphone, which will become your trusted mobile device. Be a U.S. Citizen or a U.S. Resident Alien with a valid residential address within the 50 United States and District of Columbia.","My partner and I opened a joint savings account with UUU Bank in December 2022 but forgot both login credentials after the bank's recent implementation of two-factor authentication on April 10, 2023.",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2577,"Can you explain how to update my phone number in the system after being informed that it must be done through an official ""Change of Contact Information"" form due to data privacy regulations from June 1, 2025?","Error 500: {
    ""errors"": [
        {
            ""code"": ""rchdlvaseapi18a.nonprod.corpint.net-2421465-503891-",,"Can you explain how to update my phone number in the system after being informed that it must be done through an official ""Change of Contact Information"" form due to data privacy regulations from June 1, 2025?",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2583,"I require guidance on updating my phone number in the system after being informed that it must be done through an authorized representative due to a data breach investigation from May 5 to May 10, 2025.","To change your mobile phone number, sign into the app on your trusted mobile device, then select the red button that says Personal info. On the next screen, select Personal details, then Update mobile phone number. If the phone number associated with your high yield savings account is the number for your trusted mobile device, you'll immediately be signed out. Then, the next time you sign in, you'll be prompted to follow directions to set up a new trusted mobile device.","**Add, update trusted mobile device** A trusted mobile device is required, biometrics are strongly recommended. A trusted mobile device is a smartphone that verifies that the only person who can access and perform sensitive actions on your account is you. A trusted mobile device is required. To add a trusted mobile device, download the app and sign into your account, at which point you'll be automatically prompted to set up your phone or tablet. Setting it up is a quick and easy 2-minute process. A trusted mobile device is required. To update a trusted mobile device, deregister your current device, then add your new device. Sign in to your account on the app. Go to Security settings. Under Device management deregister your current device. To add your new device, download the app and sign into your account, at which point you'll be automatically prompted to set up your phone or tablet. **Update mobile phone number** To change your mobile phone number, sign into the app on your trusted mobile device, then select the red button that says Personal info. On the next screen, select Personal details, then Update mobile phone number. If the phone number associated with your high yield savings account is the number for your trusted mobile device, you'll immediately be signed out. Then, the next time you sign in, you'll be prompted to follow directions to set up a new trusted mobile device. **Update address** To change your address, sign into the app on your trusted mobile device, then select the red button that says Personal info. On the next screen, select Personal details, then Update address. The new address must be a valid residential address in the U.S.","I require guidance on updating my phone number in the system after being informed that it must be done through an authorized representative due to a data breach investigation from May 5 to May 10, 2025.",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2592,"What is the process for updating my phone number in the system after being notified that it must be done through a manager's approval due to company-wide layoffs starting June 1, 2025?","To change your mobile phone number, sign into the app on your trusted mobile device, then select the red button that says Personal info. On the next screen, select Personal details, then Update mobile phone number. If the phone number associated with your high yield savings account is the number for your trusted mobile device, you'll immediately be signed out. Then, the next time you sign in, you'll be prompted to follow directions to set up a new trusted mobile device.","**Update mobile phone number** To change your mobile phone number, sign into the app on your trusted mobile device, then select the red button that says Personal info. On the next screen, select Personal details, then Update mobile phone number. If the phone number associated with your high yield savings account is the number for your trusted mobile device, you'll immediately be signed out. Then, the next time you sign in, you'll be prompted to follow directions to set up a new trusted mobile device. **Add, update trusted mobile device** A trusted mobile device is required, biometrics are strongly recommended. A trusted mobile device is a smartphone that verifies that the only person who can access and perform sensitive actions on your account is you. A trusted mobile device is required. To add a trusted mobile device, download the app and sign into your account, at which point you'll be automatically prompted to set up your phone or tablet. Setting it up is a quick and easy 2-minute process. A trusted mobile device is required. To update a trusted mobile device, deregister your current device, then add your new device. Sign in to your account on the app. Go to Security settings. Under Device management deregister your current device. To add your new device, download the app and sign into your account, at which point you'll be automatically prompted to set up your phone or tablet. **Update address** To change your address, sign into the app on your trusted mobile device, then select the red button that says Personal info. On the next screen, select Personal details, then Update address. The new address must be a valid residential address in the U.S.","What is the process for updating my phone number in the system after being notified that it must be done through a manager's approval due to company-wide layoffs starting June 1, 2025?",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2654,"Can you confirm if FDIC insurance covers joint accounts held in multiple currencies, such as euros, yen, and pesos, with names like ""Global Currency Bank"" or ""International Exchange Corp.""?","Error 500: {
    ""errors"": [
        {
            ""code"": ""rchdlvaseapi17a.nonprod.corpint.net-2916328-504176-",,"Can you confirm if FDIC insurance covers joint accounts held in multiple currencies, such as euros, yen, and pesos, with names like ""Global Currency Bank"" or ""International Exchange Corp.""?",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2661,"Are there any special FDIC-insured policies for joint accounts that are opened on behalf of deceased individuals by their surviving family members with names like ""Loved One Legacy Trust""?","Error 500: {
    ""errors"": [
        {
            ""code"": ""rchdlvaseapi17a.nonprod.corpint.net-2916328-504171-",,"Are there any special FDIC-insured policies for joint accounts that are opened on behalf of deceased individuals by their surviving family members with names like ""Loved One Legacy Trust""?",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2739,Can I open an Openbank account by visiting their website on March 15th during business hours?,"Yes, you can open a high yield savings account at Openbank by visiting openbank.us and selecting Open savings account on the home page, or by using Openbank's mobile banking app available for free on the App Store or Google Play.","**Open account** Applying for a high yield savings account at Openbank usually takes less than 5 minutes. Visit openbank.us and select Open savings account on the home page. You can also open an account using Openbank's mobile banking app, which is available for free on the App Store or Google Play. To open an account, you'll need to: Make a minimum initial deposit of $500. Be at least 18 years old. Have a U.S. mobile phone number. Download the Openbank app onto a smartphone, which will become your trusted mobile device. Be a U.S. Citizen or a U.S. Resident Alien with a valid residential address within the 50 United States and District of Columbia. **Account held in trust: Not supported** Currently, Openbank is unable to open high yield savings accounts with ownership by a formal trust. **Add, update, remove joint account owner** To create a joint high yield savings account, sign up for your own account first. Once that account is open, you'll be able to add a new joint account owner. Sign in to the Openbank app on your trusted mobile device and select your account. Then select Add an account owner and follow the instructions to send an invitation to the person you want to add. This person will receive an email with instructions on how to apply. Once that process is complete and they've been approved as a joint owner, you'll be notified by email. To update or remove a joint account owner, please say 'speak to agent' or press 0.",Can I open an Openbank account by visiting their website on March 15th during business hours?,,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2760,How long does it take for my new Openbank account to be approved if I submit all required documents through email attachment in PDF format?,Applying for a high yield savings account at Openbank usually takes less than 5 minutes.,"**Open account** Applying for a high yield savings account at Openbank usually takes less than 5 minutes. Visit openbank.us and select Open savings account on the home page. You can also open an account using Openbank's mobile banking app, which is available for free on the App Store or Google Play. To open an account, you'll need to: Make a minimum initial deposit of $500. Be at least 18 years old. Have a U.S. mobile phone number. Download the Openbank app onto a smartphone, which will become your trusted mobile device. Be a U.S. Citizen or a U.S. Resident Alien with a valid residential address within the 50 United States and District of Columbia. **Move money in: Pending payments, transfers on hold, funds availability** If your transfer is pending, visit the Transfer and Pay section of the app. Once you open that section, navigate to the Manage and Activity tab and select Incoming Transfer Requests. If your transfer is on hold, please say 'speak to agent' or press 0 - so that you can confirm your transaction information before it can be released. Funds availability depends on how you made the deposit. Openbank does offer same-day availability for funds deposited by direct deposit and some other electronic deposits, as well as for wire transfers. If you initiated your transfer request from the Openbank app, it takes 1 to 4 business days for your money to arrive in your high yield savings account, at which point you'll start earning interest. **Add, update, remove joint account owner** To create a joint high yield savings account, sign up for your own account first. Once that account is open, you'll be able to add a new joint account owner. Sign in to the Openbank app on your trusted mobile device and select your account. Then select Add an account owner and follow the instructions to send an invitation to the person you want to add. This person will receive an email with instructions on how to apply. Once that process is complete and they've been approved as a joint owner, you'll be notified by email. To update or remove a joint account owner, please say 'speak to agent' or press 0.",How long does it take for my new Openbank account to be approved if I submit all required documents through email attachment in PDF format?,,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2765,Can I open an Openbank account by visiting one of their satellite offices located in remote areas during peak hours on weekdays?,"Yes, you can open a high yield savings account at Openbank by visiting openbank.us and selecting Open savings account on the home page, or by using Openbank's mobile banking app available for free on the App Store or Google Play.","**Open account** Applying for a high yield savings account at Openbank usually takes less than 5 minutes. Visit openbank.us and select Open savings account on the home page. You can also open an account using Openbank's mobile banking app, which is available for free on the App Store or Google Play. To open an account, you'll need to: Make a minimum initial deposit of $500. Be at least 18 years old. Have a U.S. mobile phone number. Download the Openbank app onto a smartphone, which will become your trusted mobile device. Be a U.S. Citizen or a U.S. Resident Alien with a valid residential address within the 50 United States and District of Columbia. **Account held in trust: Not supported** Currently, Openbank is unable to open high yield savings accounts with ownership by a formal trust. **Add, update, remove joint account owner** To create a joint high yield savings account, sign up for your own account first. Once that account is open, you'll be able to add a new joint account owner. Sign in to the Openbank app on your trusted mobile device and select your account. Then select Add an account owner and follow the instructions to send an invitation to the person you want to add. This person will receive an email with instructions on how to apply. Once that process is complete and they've been approved as a joint owner, you'll be notified by email. To update or remove a joint account owner, please say 'speak to agent' or press 0.",Can I open an Openbank account by visiting one of their satellite offices located in remote areas during peak hours on weekdays?,,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2776,"What are the specific policy requirements for verifying a User ID registered under the ""Advanced Data Protection"" program on November 5, 2022?","Error 500: {
    ""errors"": [
        {
            ""code"": ""rchdlvaseapi17a.nonprod.corpint.net-2916328-504251-",,"What are the specific policy requirements for verifying a User ID registered under the ""Advanced Data Protection"" program on November 5, 2022?",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2778,How long does it take for my new Openbank account to be fully funded if I initiate a wire transfer from my existing bank using their SWIFT code?,"It takes 1 to 4 business days for your money to arrive in your high yield savings account, at which point you'll start earning interest.","**Move money in: Pending payments, transfers on hold, funds availability** If your transfer is pending, visit the Transfer and Pay section of the app. Once you open that section, navigate to the Manage and Activity tab and select Incoming Transfer Requests. If your transfer is on hold, please say 'speak to agent' or press 0 - so that you can confirm your transaction information before it can be released. Funds availability depends on how you made the deposit. Openbank does offer same-day availability for funds deposited by direct deposit and some other electronic deposits, as well as for wire transfers. If you initiated your transfer request from the Openbank app, it takes 1 to 4 business days for your money to arrive in your high yield savings account, at which point you'll start earning interest. **Move money out** To move money out of your high yield savings account, sign in to the Openbank app on your trusted mobile device. Visit the Transfer and Pay section of the app. Once you open that section, navigate to the Manage and Activity tab and select Manage my recipients. If you're sending money to an existing recipient, the process is easy: just select their name, then select Move money out and follow the directions. If you're sending money to a new recipient, select Add new recipient. Follow the prompts to add your recipient's account type, routing number, and account number, as well as their name and an optional nickname. Once you confirm the information, select their name, then select Move money out and follow the directions. **Open account** Applying for a high yield savings account at Openbank usually takes less than 5 minutes. Visit openbank.us and select Open savings account on the home page. You can also open an account using Openbank's mobile banking app, which is available for free on the App Store or Google Play. To open an account, you'll need to: Make a minimum initial deposit of $500. Be at least 18 years old. Have a U.S. mobile phone number. Download the Openbank app onto a smartphone, which will become your trusted mobile device. Be a U.S. Citizen or a U.S. Resident Alien with a valid residential address within the 50 United States and District of Columbia.",How long does it take for my new Openbank account to be fully funded if I initiate a wire transfer from my existing bank using their SWIFT code?,,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2795,Can I open a joint Openbank account with a family member who lives across the border if we provide each other's valid identification documents?,"Yes, you can open a joint high yield savings account at Openbank. To do so, first sign up for your own account. Once your account is open, you'll be able to add a new joint account owner by signing in to the Openbank app on your trusted mobile device, selecting your account, and then selecting Add an account owner to follow the instructions to send an invitation to the person you want to add. This person will receive an email with instructions on how to apply. Once the process is complete and they've been approved as a joint owner, you'll be notified by email.","**Add, update, remove joint account owner** To create a joint high yield savings account, sign up for your own account first. Once that account is open, you'll be able to add a new joint account owner. Sign in to the Openbank app on your trusted mobile device and select your account. Then select Add an account owner and follow the instructions to send an invitation to the person you want to add. This person will receive an email with instructions on how to apply. Once that process is complete and they've been approved as a joint owner, you'll be notified by email. To update or remove a joint account owner, please say 'speak to agent' or press 0. **Open account** Applying for a high yield savings account at Openbank usually takes less than 5 minutes. Visit openbank.us and select Open savings account on the home page. You can also open an account using Openbank's mobile banking app, which is available for free on the App Store or Google Play. To open an account, you'll need to: Make a minimum initial deposit of $500. Be at least 18 years old. Have a U.S. mobile phone number. Download the Openbank app onto a smartphone, which will become your trusted mobile device. Be a U.S. Citizen or a U.S. Resident Alien with a valid residential address within the 50 United States and District of Columbia. **Account held in trust: Not supported** Currently, Openbank is unable to open high yield savings accounts with ownership by a formal trust.",Can I open a joint Openbank account with a family member who lives across the border if we provide each other's valid identification documents?,,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2806,"What are the specific policy requirements for verifying a User ID registered under the ""Secure Access Program"" since February 1, 2023?","Error 500: {
    ""errors"": [
        {
            ""code"": ""rchdlvaseapi18a.nonprod.corpint.net-2421465-504020-",,"What are the specific policy requirements for verifying a User ID registered under the ""Secure Access Program"" since February 1, 2023?",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2808,How long does it take for my new Openbank account to be fully funded if I initiate a wire transfer from another major financial institution using their SWIFT code during evening hours?,"It takes 1 to 4 business days for your money to arrive in your high yield savings account, at which point you'll start earning interest.","**Move money in: Pending payments, transfers on hold, funds availability** If your transfer is pending, visit the Transfer and Pay section of the app. Once you open that section, navigate to the Manage and Activity tab and select Incoming Transfer Requests. If your transfer is on hold, please say 'speak to agent' or press 0 - so that you can confirm your transaction information before it can be released. Funds availability depends on how you made the deposit. Openbank does offer same-day availability for funds deposited by direct deposit and some other electronic deposits, as well as for wire transfers. If you initiated your transfer request from the Openbank app, it takes 1 to 4 business days for your money to arrive in your high yield savings account, at which point you'll start earning interest. **Move money out** To move money out of your high yield savings account, sign in to the Openbank app on your trusted mobile device. Visit the Transfer and Pay section of the app. Once you open that section, navigate to the Manage and Activity tab and select Manage my recipients. If you're sending money to an existing recipient, the process is easy: just select their name, then select Move money out and follow the directions. If you're sending money to a new recipient, select Add new recipient. Follow the prompts to add your recipient's account type, routing number, and account number, as well as their name and an optional nickname. Once you confirm the information, select their name, then select Move money out and follow the directions. **Open account** Applying for a high yield savings account at Openbank usually takes less than 5 minutes. Visit openbank.us and select Open savings account on the home page. You can also open an account using Openbank's mobile banking app, which is available for free on the App Store or Google Play. To open an account, you'll need to: Make a minimum initial deposit of $500. Be at least 18 years old. Have a U.S. mobile phone number. Download the Openbank app onto a smartphone, which will become your trusted mobile device. Be a U.S. Citizen or a U.S. Resident Alien with a valid residential address within the 50 United States and District of Columbia.",How long does it take for my new Openbank account to be fully funded if I initiate a wire transfer from another major financial institution using their SWIFT code during evening hours?,,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2815,"Can you provide information on how to verify that my User ID is linked with an account that generates revenue from our ""Midwest Regional Office""?","To verify that your User ID is linked with an account, you need to sign into your account on the Openbank app. Once you are signed in, you will be automatically prompted to set up your trusted mobile device, which is required for accessing and performing sensitive actions on your account.","**Add, update trusted mobile device** A trusted mobile device is required, biometrics are strongly recommended. A trusted mobile device is a smartphone that verifies that the only person who can access and perform sensitive actions on your account is you. A trusted mobile device is required. To add a trusted mobile device, download the app and sign into your account, at which point you'll be automatically prompted to set up your phone or tablet. Setting it up is a quick and easy 2-minute process. A trusted mobile device is required. To update a trusted mobile device, deregister your current device, then add your new device. Sign in to your account on the app. Go to Security settings. Under Device management deregister your current device. To add your new device, download the app and sign into your account, at which point you'll be automatically prompted to set up your phone or tablet. **Add, remove biometrics: Apple Face ID, Touch ID, Android fingerprint ID** A trusted mobile device is required, biometrics are strongly recommended. Openbank strongly recommends enabling fingerprint or facial recognition biometrics, as it provides you with an extra layer of security and streamlines access to your account. To add biometrics, go to the device settings on your smartphone or tablet. If you're using an Apple device, follow the prompts to add Face ID or Touch ID. If you're using an Android device, follow the prompts to add fingerprint ID biometrics. We've created step-by-step demos for both Apple and Android devices. If you have an apple device, visit openbank.us forward slash apple dash setup. If you're using an Android device, please visit openbank.us forward slash android dash setup. To remove biometrics, go to the device settings on your smartphone or tablet. If you're using an Apple device, follow the prompts to remove Face ID or Touch ID. If you're using an Android device, follow the prompts to remove fingerprint ID biometrics. **Login problem: Desktop or laptop computer, trusted mobile device** If you're trying to sign in to your Openbank high yield savings account on a desktop or laptop computer, we'll automatically send a push notification to your trusted mobile device. Once you confirm your identity, you'll be able to sign in on your computer.","Can you provide information on how to verify that my User ID is linked with an account that generates revenue from our ""Midwest Regional Office""?",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2818,"Does the FDIC offer additional insurance protection for joint accounts held by account holders with names like ""Professor Quantum Entanglement"" or ""Dr. Multiverse Logic""?","High yield savings accounts at Openbank are insured by the FDIC. Deposits at Santander Bank, N.A. and its Openbank division are combined for purposes of calculating FDIC insurance and are not separately insured. Please go to FDIC.gov for details on coverage.","**About FDIC insurance** High yield savings accounts at Openbank are insured by the FDIC. Deposits at Santander Bank, N.A. and its Openbank division are combined for purposes of calculating FDIC insurance and are not separately insured. Please go to FDIC.gov for details on coverage. **About high yield savings account** High yield savings accounts are interest-bearing savings accounts that can offer higher interest rates than the national average of standard savings accounts. They're also FDIC-insured, if held at a member institution.","Does the FDIC offer additional insurance protection for joint accounts held by account holders with names like ""Professor Quantum Entanglement"" or ""Dr. Multiverse Logic""?",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2819,How long does it take for my new Openbank account to be fully funded if I initiate a bank transfer from another major financial institution using their ABA routing number?,"It takes 1 to 4 business days for your money to arrive in your high yield savings account, at which point you'll start earning interest.","**Move money in: Pending payments, transfers on hold, funds availability** If your transfer is pending, visit the Transfer and Pay section of the app. Once you open that section, navigate to the Manage and Activity tab and select Incoming Transfer Requests. If your transfer is on hold, please say 'speak to agent' or press 0 - so that you can confirm your transaction information before it can be released. Funds availability depends on how you made the deposit. Openbank does offer same-day availability for funds deposited by direct deposit and some other electronic deposits, as well as for wire transfers. If you initiated your transfer request from the Openbank app, it takes 1 to 4 business days for your money to arrive in your high yield savings account, at which point you'll start earning interest. **Move money out** To move money out of your high yield savings account, sign in to the Openbank app on your trusted mobile device. Visit the Transfer and Pay section of the app. Once you open that section, navigate to the Manage and Activity tab and select Manage my recipients. If you're sending money to an existing recipient, the process is easy: just select their name, then select Move money out and follow the directions. If you're sending money to a new recipient, select Add new recipient. Follow the prompts to add your recipient's account type, routing number, and account number, as well as their name and an optional nickname. Once you confirm the information, select their name, then select Move money out and follow the directions. **Open account** Applying for a high yield savings account at Openbank usually takes less than 5 minutes. Visit openbank.us and select Open savings account on the home page. You can also open an account using Openbank's mobile banking app, which is available for free on the App Store or Google Play. To open an account, you'll need to: Make a minimum initial deposit of $500. Be at least 18 years old. Have a U.S. mobile phone number. Download the Openbank app onto a smartphone, which will become your trusted mobile device. Be a U.S. Citizen or a U.S. Resident Alien with a valid residential address within the 50 United States and District of Columbia.",How long does it take for my new Openbank account to be fully funded if I initiate a bank transfer from another major financial institution using their ABA routing number?,,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2829,"What steps should I take to verify that my User ID is correctly associated with an account that generates revenue from our ""Latin America Division"" since July 1, 2023?","To verify that your User ID is correctly associated with an account, sign in to your account on the app. Go to Security settings. Under Device management, deregister your current device. Then, download the app and sign into your account, at which point you'll be automatically prompted to set up your phone or tablet.","**Add, update trusted mobile device** A trusted mobile device is required, biometrics are strongly recommended. A trusted mobile device is a smartphone that verifies that the only person who can access and perform sensitive actions on your account is you. A trusted mobile device is required. To add a trusted mobile device, download the app and sign into your account, at which point you'll be automatically prompted to set up your phone or tablet. Setting it up is a quick and easy 2-minute process. A trusted mobile device is required. To update a trusted mobile device, deregister your current device, then add your new device. Sign in to your account on the app. Go to Security settings. Under Device management deregister your current device. To add your new device, download the app and sign into your account, at which point you'll be automatically prompted to set up your phone or tablet. **Add, remove biometrics: Apple Face ID, Touch ID, Android fingerprint ID** A trusted mobile device is required, biometrics are strongly recommended. Openbank strongly recommends enabling fingerprint or facial recognition biometrics, as it provides you with an extra layer of security and streamlines access to your account. To add biometrics, go to the device settings on your smartphone or tablet. If you're using an Apple device, follow the prompts to add Face ID or Touch ID. If you're using an Android device, follow the prompts to add fingerprint ID biometrics. We've created step-by-step demos for both Apple and Android devices. If you have an apple device, visit openbank.us forward slash apple dash setup. If you're using an Android device, please visit openbank.us forward slash android dash setup. To remove biometrics, go to the device settings on your smartphone or tablet. If you're using an Apple device, follow the prompts to remove Face ID or Touch ID. If you're using an Android device, follow the prompts to remove fingerprint ID biometrics. **Login problem: Desktop or laptop computer, trusted mobile device** If you're trying to sign in to your Openbank high yield savings account on a desktop or laptop computer, we'll automatically send a push notification to your trusted mobile device. Once you confirm your identity, you'll be able to sign in on your computer.","What steps should I take to verify that my User ID is correctly associated with an account that generates revenue from our ""Latin America Division"" since July 1, 2023?",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2834,"If there are suspicious charges on my account due to a fraudulent investment firm called ""SecureInvest Partners"" that was dissolved after being accused of insider trading in 2020, what actions should be taken?","Error 500: {
    ""errors"": [
        {
            ""code"": ""rchdlvaseapi18a.nonprod.corpint.net-2421465-504045-",,"If there are suspicious charges on my account due to a fraudulent investment firm called ""SecureInvest Partners"" that was dissolved after being accused of insider trading in 2020, what actions should be taken?",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2835,"What measures should I implement if my account shows fraudulent activity from a fake legal firm named ""LegalShield Law Group"" that was dissolved for misrepresenting client services in 2020?","Error 500: {
    ""errors"": [
        {
            ""code"": ""rchdlvaseapi17a.nonprod.corpint.net-2916328-504278-",,"What measures should I implement if my account shows fraudulent activity from a fake legal firm named ""LegalShield Law Group"" that was dissolved for misrepresenting client services in 2020?",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
2836,"What measures should I implement if my account shows fraudulent activity involving an anonymous online marketplace called ""GlobalBargains"" that ceased operations last year after being raided by regulators?","Error 500: {
    ""errors"": [
        {
            ""code"": ""rchdlvaseapi18a.nonprod.corpint.net-2421465-504052-",,"What measures should I implement if my account shows fraudulent activity involving an anonymous online marketplace called ""GlobalBargains"" that ceased operations last year after being raided by regulators?",,ERROR,,,,,,,Evaluation error: A process in the process pool was terminated abruptly while the future was running or pending.,
